turn_id,user_id,message,timestamp,ground_truth,v1_classified,v2_classified,v1_correct,v2_exact_correct,v2_semantic_correct,memories_found,has_prediction,pred_intent,pred_weight,latency_ms,has_error
168,user_dev,PostgreSQL 인덱스 최적화 방법 알려줘,2026-04-17T19:05:00,knowledge_lookup,knowledge_lookup,technical_consulting,1,0,1,5,1,knowledge_lookup,0.6,1684,0
169,user_dev,핫픽스 배포 후 이슈 클로즈 해줘,2026-04-17T19:10:00,issue_tracking,issue_tracking,schedule_management,1,0,0,5,0,,,1230,0
170,user_new,CI 파이프라인 통과 확인해줘,2026-04-17T19:00:00,code_review,knowledge_lookup,task_status,0,0,0,5,1,knowledge_lookup,0.598,1653,0
171,user_new,이 함수 네이밍 뭐가 좋을까?,2026-04-17T19:05:00,code_review,knowledge_lookup,technical_consulting,0,0,1,5,1,knowledge_lookup,0.602,1208,0
172,user_analyst,대시보드 KPI 지표 정의 변경,2026-04-17T18:00:00,data_analysis,data_analysis,strategic_planning,1,0,0,5,0,,,1616,0
173,user_analyst,Pandas 데이터프레임 피벗 방법,2026-04-17T18:05:00,data_analysis,data_analysis,technical_consulting,1,0,0,5,0,,,1770,0
174,user_pm,금요일 오후 3시에 고객사 미팅 있어,2026-04-18T18:00:00,scheduling,scheduling,schedule_management,1,0,1,5,0,,,2584,0
175,user_pm,QA에서 발견된 버그 3건 트래킹 시작,2026-04-18T18:05:00,issue_tracking,issue_tracking,bug_tracking,1,0,1,5,0,,,1793,0
176,user_pm,API 문서 업데이트해야 해,2026-04-18T18:10:00,document_drafting,knowledge_lookup,schedule_management,0,0,0,5,1,knowledge_lookup,0.602,1940,0
177,user_dev,유닛 테스트 커버리지 80% 넘겼어,2026-04-18T19:00:00,code_review,knowledge_lookup,task_status,0,0,0,5,1,knowledge_lookup,0.602,1398,0
178,user_dev,MongoDB 샤딩 전략 결정해야 해,2026-04-18T19:05:00,knowledge_lookup,knowledge_lookup,strategic_planning,1,0,0,5,1,knowledge_lookup,0.606,1525,0
179,user_dev,릴리스 노트에 포함할 이슈 목록 정리해줘,2026-04-18T19:10:00,issue_tracking,issue_tracking,schedule_management,1,0,0,5,1,knowledge_lookup,0.526,1720,0
180,user_new,코드 컨벤션 가이드 어디 있어?,2026-04-18T20:00:00,code_review,knowledge_lookup,dev_ops_request,0,0,1,5,1,knowledge_lookup,0.604,1768,0
181,user_new,유닛 테스트 커버리지 80% 넘겼어,2026-04-18T20:05:00,code_review,knowledge_lookup,task_status,0,0,0,5,1,knowledge_lookup,0.608,1264,0
182,user_analyst,주간 매출 데이터 분석 결과 공유,2026-04-18T20:00:00,data_analysis,data_analysis,schedule_management,1,0,0,5,0,,,1584,0
183,user_analyst,사용자 행동 퍼널 분석해줘,2026-04-18T20:05:00,data_analysis,data_analysis,task_status,1,0,0,5,1,data_analysis,0.522,1174,0
184,user_pm,내일 오전 회의 일정 잡아줘,2026-04-19T20:00:00,scheduling,scheduling,schedule_management,1,0,1,5,0,,,1524,0
185,user_pm,JIRA-1234 이슈 상태 업데이트해줘,2026-04-19T20:05:00,issue_tracking,issue_tracking,schedule_management,1,0,0,5,1,knowledge_lookup,0.526,1730,0
186,user_pm,주간 보고서 작성 도와줘,2026-04-19T20:10:00,document_drafting,weekly_report,schedule_management,0,0,0,5,1,knowledge_lookup,1.0,1682,0
187,user_dev,머지 컨플릭트 해결 방법 알려줘,2026-04-19T20:00:00,code_review,code_review,schedule_management,1,0,0,5,1,knowledge_lookup,0.8,1318,0
188,user_dev,DB 마이그레이션 스크립트 작성 중이야,2026-04-19T20:05:00,knowledge_lookup,knowledge_lookup,schedule_management,1,0,0,5,1,knowledge_lookup,0.602,1723,0
189,user_dev,스프린트 번다운 차트 확인해줘,2026-04-19T20:10:00,issue_tracking,knowledge_lookup,schedule_management,0,0,0,5,1,knowledge_lookup,0.606,1855,0
190,user_new,이 코드 리팩토링 방향 어때?,2026-04-19T18:00:00,code_review,knowledge_lookup,dev_ops_request,0,0,1,5,1,knowledge_lookup,0.61,1400,0
191,user_new,이 코드 리팩토링 방향 어때?,2026-04-19T18:05:00,code_review,knowledge_lookup,dev_ops_request,0,0,1,5,1,knowledge_lookup,0.614,1325,0
192,user_analyst,대시보드 KPI 지표 정의 변경,2026-04-19T19:00:00,data_analysis,data_analysis,strategic_planning,1,0,0,5,1,data_analysis,0.542,1656,0
193,user_analyst,주간 매출 데이터 분석 결과 공유,2026-04-19T19:05:00,data_analysis,data_analysis,schedule_management,1,0,0,5,1,data_analysis,0.56,1647,0
194,user_pm,출장 일정 확인 좀 해줘,2026-04-20T19:00:00,scheduling,scheduling,schedule_management,1,0,1,5,0,,,1146,0
195,user_pm,프로덕션 버그 리포트 들어왔어,2026-04-20T19:05:00,issue_tracking,issue_tracking,schedule_management,1,0,0,5,0,,,1745,0
196,user_pm,API 문서 업데이트해야 해,2026-04-20T19:10:00,document_drafting,knowledge_lookup,schedule_management,0,0,0,5,1,knowledge_lookup,0.614,1527,0
197,user_dev,PR 코멘트 반영 완료했습니다,2026-04-20T18:00:00,code_review,code_review,schedule_management,1,0,0,5,1,knowledge_lookup,0.833,1518,0
198,user_dev,Redis 캐시 만료 전략 어떤 게 좋을까?,2026-04-20T18:05:00,knowledge_lookup,knowledge_lookup,technical_consulting,1,0,1,5,1,knowledge_lookup,0.608,1563,0
199,user_dev,핫픽스 배포 후 이슈 클로즈 해줘,2026-04-20T18:10:00,issue_tracking,issue_tracking,schedule_management,1,0,0,5,0,,,1215,0
200,user_new,이 함수 네이밍 뭐가 좋을까?,2026-04-20T20:00:00,code_review,knowledge_lookup,technical_consulting,0,0,1,5,1,knowledge_lookup,0.606,1175,0
201,user_new,린트 에러 수정하고 다시 올렸어,2026-04-20T20:05:00,code_review,troubleshooting,schedule_management,0,0,0,5,1,knowledge_lookup,1.0,1249,0
202,user_analyst,SQL 쿼리 최적화 도움 필요,2026-04-20T19:00:00,data_analysis,knowledge_lookup,technical_consulting,0,0,0,5,1,knowledge_lookup,0.6,1311,0
203,user_analyst,A/B 테스트 통계적 유의성 검증,2026-04-20T19:05:00,data_analysis,data_analysis,technical_consulting,1,0,0,5,1,data_analysis,0.538,1951,0
204,user_pm,출장 일정 확인 좀 해줘,2026-04-21T19:00:00,scheduling,scheduling,schedule_management,1,0,1,5,0,,,1108,0
205,user_pm,JIRA-1234 이슈 상태 업데이트해줘,2026-04-21T19:05:00,issue_tracking,issue_tracking,schedule_management,1,0,0,5,0,,,1704,0
206,user_pm,기술 명세서 초안 작성 완료,2026-04-21T19:10:00,document_drafting,document_drafting,schedule_management,1,0,0,5,0,,,1655,0
207,user_dev,린트 에러 수정하고 다시 올렸어,2026-04-21T20:00:00,code_review,troubleshooting,schedule_management,0,0,0,5,1,knowledge_lookup,1.0,1258,0
208,user_dev,Redis 캐시 만료 전략 어떤 게 좋을까?,2026-04-21T20:05:00,knowledge_lookup,knowledge_lookup,technical_consulting,1,0,1,5,1,knowledge_lookup,0.589,1629,0
209,user_dev,QA에서 발견된 버그 3건 트래킹 시작,2026-04-21T20:10:00,issue_tracking,issue_tracking,bug_tracking,1,0,1,5,0,,,1676,0
210,user_new,린트 에러 수정하고 다시 올렸어,2026-04-21T18:00:00,code_review,troubleshooting,schedule_management,0,0,0,5,1,knowledge_lookup,0.75,1205,0
211,user_new,PR #456 리뷰해줄 수 있어?,2026-04-21T18:05:00,code_review,code_review,schedule_management,1,0,0,5,1,knowledge_lookup,0.857,1603,0
212,user_analyst,SQL 쿼리 최적화 도움 필요,2026-04-21T19:00:00,data_analysis,knowledge_lookup,technical_consulting,0,0,0,5,1,knowledge_lookup,0.583,1289,0
213,user_analyst,코호트 분석 리포트 작성 중,2026-04-21T19:05:00,data_analysis,data_analysis,schedule_management,1,0,0,5,1,data_analysis,0.519,1649,0
214,user_pm,핫픽스 배포 후 이슈 클로즈 해줘,2026-04-22T19:00:00,issue_tracking,issue_tracking,schedule_management,1,0,0,5,0,,,1352,0
215,user_pm,JIRA-1234 이슈 상태 업데이트해줘,2026-04-22T19:05:00,issue_tracking,issue_tracking,schedule_management,1,0,0,5,0,,,1678,0
216,user_pm,스프린트 플래닝 일정 조정해야 해,2026-04-22T19:10:00,scheduling,scheduling,strategic_planning,1,0,1,5,0,,,1607,0
217,user_dev,쿼리 실행 계획 분석해봤는데 풀스캔 나와,2026-04-22T20:00:00,knowledge_lookup,data_analysis,schedule_management,0,0,0,5,1,data_analysis,0.519,1428,0
218,user_dev,번들 사이즈 줄이는 방법 찾아봐,2026-04-22T20:05:00,knowledge_lookup,knowledge_lookup,technical_consulting,1,0,1,5,1,knowledge_lookup,0.578,1432,0
219,user_dev,CI/CD 파이프라인 stages 최적화 필요,2026-04-22T20:10:00,knowledge_lookup,knowledge_lookup,strategic_planning,1,0,0,5,1,knowledge_lookup,0.582,1866,0
220,user_new,이 함수 네이밍 뭐가 좋을까?,2026-04-22T21:00:00,code_review,knowledge_lookup,technical_consulting,0,0,1,5,1,knowledge_lookup,0.582,1232,0
221,user_new,반응형 레이아웃 브레이크포인트 확인,2026-04-22T21:05:00,knowledge_lookup,knowledge_lookup,schedule_management,1,0,0,5,1,knowledge_lookup,0.586,1330,0
222,user_new,k8s 클러스터 HPA 설정 변경해야 해,2026-04-22T21:10:00,knowledge_lookup,knowledge_lookup,strategic_planning,1,0,0,5,1,knowledge_lookup,0.589,1679,0
223,user_analyst,A/B 테스트 통계적 유의성 검증,2026-04-22T20:00:00,data_analysis,data_analysis,technical_consulting,1,0,0,5,1,data_analysis,0.517,1746,0
224,user_analyst,벡터 DB 임베딩 인덱싱 벤치마크,2026-04-22T20:05:00,knowledge_lookup,knowledge_lookup,technical_consulting,1,0,1,5,1,knowledge_lookup,0.589,1920,0
225,user_analyst,주간 보고서 작성 도와줘,2026-04-22T20:10:00,document_drafting,weekly_report,schedule_management,0,0,0,5,0,,,1554,0
226,user_analyst,점심 뭐 먹지?,2026-04-22T20:15:00,,knowledge_lookup,casual_chat,0,0,0,5,1,knowledge_lookup,0.584,1160,0
227,user_pm,이슈 우선순위 재조정 필요해,2026-04-23T21:00:00,issue_tracking,issue_tracking,strategic_planning,1,0,0,5,0,,,1182,0
228,user_pm,이슈 우선순위 재조정 필요해,2026-04-23T21:05:00,issue_tracking,issue_tracking,strategic_planning,1,0,0,5,0,,,1191,0
229,user_pm,출장 일정 확인 좀 해줘,2026-04-23T21:10:00,scheduling,scheduling,schedule_management,1,0,1,5,0,,,1068,0
230,user_dev,모니터링 대시보드 Grafana 알럿 설정,2026-04-23T18:00:00,knowledge_lookup,data_analysis,dev_ops_request,0,0,0,5,0,,,2345,0
231,user_dev,데이터 라벨링 품질 관리 방안,2026-04-23T18:05:00,knowledge_lookup,data_analysis,technical_consulting,0,0,1,5,1,data_analysis,0.516,1707,0
232,user_dev,Next.js SSR vs SSG 어떤 걸 쓸까?,2026-04-23T18:10:00,knowledge_lookup,knowledge_lookup,technical_consulting,1,0,1,5,1,knowledge_lookup,0.579,1796,0
233,user_new,PR #456 리뷰해줄 수 있어?,2026-04-23T21:00:00,code_review,code_review,schedule_management,1,0,0,5,1,knowledge_lookup,0.875,1591,0
234,user_new,E2E 테스트 Playwright로 전환 검토 중,2026-04-23T21:05:00,knowledge_lookup,knowledge_lookup,strategic_planning,1,0,0,5,1,knowledge_lookup,0.574,1793,0
235,user_new,서비스 메시 Istio 적용 검토,2026-04-23T21:10:00,knowledge_lookup,knowledge_lookup,schedule_management,1,0,0,5,1,knowledge_lookup,0.578,1613,0
236,user_analyst,시각화 차트 어떤 타입이 좋을까?,2026-04-23T19:00:00,data_analysis,knowledge_lookup,technical_consulting,0,0,0,5,1,knowledge_lookup,0.581,1215,0
237,user_analyst,데이터 라벨링 품질 관리 방안,2026-04-23T19:05:00,knowledge_lookup,data_analysis,technical_consulting,0,0,1,5,0,,,1744,0
238,user_analyst,API 문서 업데이트해야 해,2026-04-23T19:10:00,document_drafting,knowledge_lookup,schedule_management,0,0,0,5,1,knowledge_lookup,0.576,1520,0
239,user_pm,릴리스 노트에 포함할 이슈 목록 정리해줘,2026-04-24T20:00:00,issue_tracking,issue_tracking,schedule_management,1,0,0,5,0,,,1634,0
240,user_pm,이슈 우선순위 재조정 필요해,2026-04-24T20:05:00,issue_tracking,issue_tracking,strategic_planning,1,0,0,5,0,,,1232,0
241,user_pm,다음 주 수요일 2시에 팀 미팅 가능한지 확인해줘,2026-04-24T20:10:00,scheduling,scheduling,schedule_management,1,0,1,5,0,,,2607,0
242,user_dev,GPU 서버 리소스 할당 요청,2026-04-24T20:00:00,knowledge_lookup,knowledge_lookup,schedule_management,1,0,0,5,1,knowledge_lookup,0.58,1611,0
243,user_dev,디자인 시스템 피그마 연동 방법,2026-04-24T20:05:00,knowledge_lookup,knowledge_lookup,technical_consulting,1,0,1,5,1,knowledge_lookup,0.583,2734,0
244,user_dev,블루그린 배포 vs 카나리 배포 결정,2026-04-24T20:10:00,knowledge_lookup,knowledge_lookup,technical_consulting,1,0,1,5,1,knowledge_lookup,0.587,2851,0
245,user_new,이 함수 네이밍 뭐가 좋을까?,2026-04-24T20:00:00,code_review,knowledge_lookup,technical_consulting,0,0,1,5,1,knowledge_lookup,0.59,1242,0
246,user_new,Next.js SSR vs SSG 어떤 걸 쓸까?,2026-04-24T20:05:00,knowledge_lookup,knowledge_lookup,technical_consulting,1,0,1,5,1,knowledge_lookup,0.593,1864,0
247,user_new,Terraform 모듈 리팩토링 계획 있어?,2026-04-24T20:10:00,knowledge_lookup,knowledge_lookup,strategic_planning,1,0,0,5,1,knowledge_lookup,0.597,1880,0
248,user_analyst,A/B 테스트 통계적 유의성 검증,2026-04-24T21:00:00,data_analysis,data_analysis,technical_consulting,1,0,0,5,0,,,1615,0
249,user_analyst,벡터 DB 임베딩 인덱싱 벤치마크,2026-04-24T21:05:00,knowledge_lookup,knowledge_lookup,technical_consulting,1,0,1,5,1,knowledge_lookup,0.592,1560,0
250,user_analyst,프로젝트 제안서 검토 요청,2026-04-24T21:10:00,document_drafting,knowledge_lookup,schedule_management,0,0,0,5,1,knowledge_lookup,0.595,1362,0
251,user_pm,QA에서 발견된 버그 3건 트래킹 시작,2026-04-25T18:00:00,issue_tracking,issue_tracking,bug_tracking,1,0,1,5,0,,,1402,0
252,user_pm,QA에서 발견된 버그 3건 트래킹 시작,2026-04-25T18:05:00,issue_tracking,issue_tracking,bug_tracking,1,0,1,5,0,,,1396,0
253,user_pm,스프린트 플래닝 일정 조정해야 해,2026-04-25T18:10:00,scheduling,scheduling,strategic_planning,1,0,1,5,0,,,1441,0
254,user_dev,인프라 비용 최적화 리포트 작성 중,2026-04-25T20:00:00,knowledge_lookup,knowledge_lookup,schedule_management,1,0,0,5,1,knowledge_lookup,0.598,1540,0
255,user_dev,서비스 메시 Istio 적용 검토,2026-04-25T20:05:00,knowledge_lookup,knowledge_lookup,schedule_management,1,0,0,5,1,knowledge_lookup,0.602,1405,0
256,user_dev,서비스 메시 Istio 적용 검토,2026-04-25T20:10:00,knowledge_lookup,knowledge_lookup,schedule_management,1,0,0,5,1,knowledge_lookup,0.605,1335,0
257,user_new,머지 컨플릭트 해결 방법 알려줘,2026-04-25T21:00:00,code_review,code_review,schedule_management,1,0,0,5,1,knowledge_lookup,0.889,1093,0
258,user_new,Tailwind CSS 커스텀 테마 설정 방법,2026-04-25T21:05:00,knowledge_lookup,knowledge_lookup,technical_consulting,1,0,1,5,1,knowledge_lookup,0.6,1529,0
259,user_new,모니터링 대시보드 Grafana 알럿 설정,2026-04-25T21:10:00,knowledge_lookup,data_analysis,dev_ops_request,0,0,0,5,0,,,2046,0
260,user_analyst,사용자 행동 퍼널 분석해줘,2026-04-25T20:00:00,data_analysis,data_analysis,task_status,1,0,0,5,0,,,1000,0
261,user_analyst,MLflow로 실험 추적 설정,2026-04-25T20:05:00,knowledge_lookup,knowledge_lookup,schedule_management,1,0,0,5,1,knowledge_lookup,0.591,1493,0
262,user_analyst,릴리스 가이드 문서화 진행 중,2026-04-25T20:10:00,document_drafting,knowledge_lookup,dev_ops_request,0,0,0,5,1,knowledge_lookup,0.594,1362,0
263,user_pm,프로덕션 버그 리포트 들어왔어,2026-04-26T19:00:00,issue_tracking,issue_tracking,schedule_management,1,0,0,5,0,,,1380,0
264,user_pm,JIRA-1234 이슈 상태 업데이트해줘,2026-04-26T19:05:00,issue_tracking,issue_tracking,schedule_management,1,0,0,5,0,,,1456,0
265,user_pm,내일 오전 회의 일정 잡아줘,2026-04-26T19:10:00,scheduling,scheduling,schedule_management,1,0,1,5,0,,,1308,0
266,user_dev,벡터 DB 임베딩 인덱싱 벤치마크,2026-04-26T21:00:00,knowledge_lookup,knowledge_lookup,technical_consulting,1,0,1,5,1,knowledge_lookup,0.597,1627,0
267,user_dev,쿼리 실행 계획 분석해봤는데 풀스캔 나와,2026-04-26T21:05:00,knowledge_lookup,data_analysis,schedule_management,0,0,0,5,0,,,1139,0
268,user_dev,인프라 비용 최적화 리포트 작성 중,2026-04-26T21:10:00,knowledge_lookup,knowledge_lookup,schedule_management,1,0,0,5,1,knowledge_lookup,0.593,1495,0
269,user_new,린트 에러 수정하고 다시 올렸어,2026-04-26T19:00:00,code_review,troubleshooting,schedule_management,0,0,0,5,1,knowledge_lookup,0.6,1060,0
270,user_new,번들 사이즈 줄이는 방법 찾아봐,2026-04-26T19:05:00,knowledge_lookup,knowledge_lookup,technical_consulting,1,0,1,5,1,knowledge_lookup,0.593,1092,0
271,user_new,블루그린 배포 vs 카나리 배포 결정,2026-04-26T19:10:00,knowledge_lookup,knowledge_lookup,technical_consulting,1,0,1,5,1,knowledge_lookup,0.596,2400,0
272,user_analyst,사용자 행동 퍼널 분석해줘,2026-04-26T18:00:00,data_analysis,data_analysis,task_status,1,0,0,5,0,,,1000,0
273,user_analyst,데이터 라벨링 품질 관리 방안,2026-04-26T18:05:00,knowledge_lookup,data_analysis,technical_consulting,0,0,1,5,0,,,1482,0
274,user_analyst,기술 명세서 초안 작성 완료,2026-04-26T18:10:00,document_drafting,document_drafting,schedule_management,1,0,0,5,0,,,1375,0
275,user_pm,JIRA-1234 이슈 상태 업데이트해줘,2026-04-27T21:00:00,issue_tracking,issue_tracking,schedule_management,1,0,0,5,0,,,1434,0
276,user_pm,스프린트 번다운 차트 확인해줘,2026-04-27T21:05:00,issue_tracking,knowledge_lookup,schedule_management,0,0,0,5,1,knowledge_lookup,0.591,1424,0
277,user_pm,스프린트 플래닝 일정 조정해야 해,2026-04-27T21:10:00,scheduling,scheduling,strategic_planning,1,0,1,5,0,,,1384,0
278,user_dev,인프라 비용 최적화 리포트 작성 중,2026-04-27T18:00:00,knowledge_lookup,knowledge_lookup,schedule_management,1,0,0,5,1,knowledge_lookup,0.59,1468,0
279,user_dev,파티셔닝 적용 후 성능 개선 수치 확인,2026-04-27T18:05:00,knowledge_lookup,knowledge_lookup,task_status,1,0,0,5,1,knowledge_lookup,0.593,1137,0
280,user_dev,인프라 비용 최적화 리포트 작성 중,2026-04-27T18:10:00,knowledge_lookup,knowledge_lookup,schedule_management,1,0,0,5,1,knowledge_lookup,0.596,1485,0
281,user_new,CI 파이프라인 통과 확인해줘,2026-04-27T20:00:00,code_review,knowledge_lookup,task_status,0,0,0,5,1,knowledge_lookup,0.599,1392,0
282,user_new,디자인 시스템 피그마 연동 방법,2026-04-27T20:05:00,knowledge_lookup,knowledge_lookup,technical_consulting,1,0,1,5,1,knowledge_lookup,0.601,2291,0
283,user_new,서비스 메시 Istio 적용 검토,2026-04-27T20:10:00,knowledge_lookup,knowledge_lookup,schedule_management,1,0,0,5,1,knowledge_lookup,0.604,1343,0
284,user_analyst,A/B 테스트 통계적 유의성 검증,2026-04-27T21:00:00,data_analysis,data_analysis,technical_consulting,1,0,0,5,0,,,1542,0
285,user_analyst,모델 성능 메트릭 비교 결과 공유,2026-04-27T21:05:00,knowledge_lookup,team_communication,schedule_management,0,0,0,5,0,,,1058,0
286,user_analyst,회의록 정리해서 공유해줘,2026-04-27T21:10:00,document_drafting,scheduling,schedule_management,0,0,0,5,0,,,997,0
287,user_pm,QA에서 발견된 버그 3건 트래킹 시작,2026-04-28T19:00:00,issue_tracking,issue_tracking,bug_tracking,1,0,1,5,0,,,1396,0
288,user_pm,스프린트 번다운 차트 확인해줘,2026-04-28T19:05:00,issue_tracking,knowledge_lookup,schedule_management,0,0,0,5,1,knowledge_lookup,0.604,1433,0
289,user_pm,내일 재택근무 하겠습니다,2026-04-28T19:10:00,scheduling,knowledge_lookup,schedule_management,0,0,1,5,1,knowledge_lookup,0.607,1331,0
290,user_dev,서비스 메시 Istio 적용 검토,2026-04-28T20:00:00,knowledge_lookup,knowledge_lookup,schedule_management,1,0,0,5,1,knowledge_lookup,0.61,1377,0
291,user_dev,쿼리 실행 계획 분석해봤는데 풀스캔 나와,2026-04-28T20:05:00,knowledge_lookup,data_analysis,schedule_management,0,0,0,5,0,,,1115,0
292,user_dev,E2E 테스트 Playwright로 전환 검토 중,2026-04-28T20:10:00,knowledge_lookup,knowledge_lookup,strategic_planning,1,0,0,5,1,knowledge_lookup,0.605,1481,0
293,user_new,PR 코멘트 반영 완료했습니다,2026-04-28T20:00:00,code_review,code_review,schedule_management,1,0,0,5,1,knowledge_lookup,0.9,1345,0
294,user_new,E2E 테스트 Playwright로 전환 검토 중,2026-04-28T20:05:00,knowledge_lookup,knowledge_lookup,strategic_planning,1,0,0,5,1,knowledge_lookup,0.601,1418,0
295,user_new,Docker 이미지 빌드 시간 단축 방법,2026-04-28T20:10:00,knowledge_lookup,knowledge_lookup,technical_consulting,1,0,1,5,1,knowledge_lookup,0.604,1411,0
296,user_analyst,이상치 탐지 알고리즘 적용 결과,2026-04-28T19:00:00,data_analysis,knowledge_lookup,task_status,0,0,0,5,1,knowledge_lookup,0.604,1552,0
297,user_analyst,GPU 서버 리소스 할당 요청,2026-04-28T19:05:00,knowledge_lookup,knowledge_lookup,schedule_management,1,0,0,5,1,knowledge_lookup,0.607,1357,0
298,user_analyst,릴리스 가이드 문서화 진행 중,2026-04-28T19:10:00,document_drafting,knowledge_lookup,dev_ops_request,0,0,0,5,1,knowledge_lookup,0.609,1345,0
299,user_pm,블로커 이슈 해결 상황 공유해줘,2026-04-29T21:00:00,issue_tracking,issue_tracking,schedule_management,1,0,0,5,0,,,1373,0
300,user_pm,이슈 우선순위 재조정 필요해,2026-04-29T21:05:00,issue_tracking,issue_tracking,strategic_planning,1,0,0,5,0,,,1027,0
301,user_pm,다음 달 프로젝트 마일스톤 일정 정리해줘,2026-04-29T21:10:00,scheduling,scheduling,schedule_management,1,0,1,5,0,,,2035,0
302,user_dev,웹 접근성 WCAG 2.1 AA 기준 맞춰야 해,2026-04-29T18:00:00,knowledge_lookup,knowledge_lookup,strategic_planning,1,0,0,5,1,knowledge_lookup,0.608,1558,0
303,user_dev,블루그린 배포 vs 카나리 배포 결정,2026-04-29T18:05:00,knowledge_lookup,knowledge_lookup,technical_consulting,1,0,1,5,1,knowledge_lookup,0.61,2371,0
304,user_dev,모니터링 대시보드 Grafana 알럿 설정,2026-04-29T18:10:00,knowledge_lookup,data_analysis,dev_ops_request,0,0,0,5,0,,,2013,0
305,user_new,디자인 패턴 적용 리뷰 요청합니다,2026-04-29T18:00:00,code_review,code_review,schedule_management,1,0,0,5,1,knowledge_lookup,0.909,1102,0
306,user_new,크로스 브라우저 호환성 이슈 있어,2026-04-29T18:05:00,knowledge_lookup,issue_tracking,schedule_management,0,0,0,5,0,,,1148,0
307,user_new,시크릿 매니저 HashiCorp Vault 도입,2026-04-29T18:10:00,knowledge_lookup,knowledge_lookup,dev_ops_request,1,0,0,5,1,knowledge_lookup,0.603,2150,0
308,user_new,감사,2026-04-29T18:15:00,,knowledge_lookup,schedule_management,0,0,0,5,1,knowledge_lookup,0.605,1262,0
309,user_analyst,이상치 탐지 알고리즘 적용 결과,2026-04-29T20:00:00,data_analysis,knowledge_lookup,task_status,0,0,0,5,1,knowledge_lookup,0.608,2529,0
310,user_analyst,데이터 라벨링 품질 관리 방안,2026-04-29T20:05:00,knowledge_lookup,data_analysis,technical_consulting,0,0,1,5,0,,,1825,0
311,user_analyst,프로젝트 제안서 검토 요청,2026-04-29T20:10:00,document_drafting,knowledge_lookup,schedule_management,0,0,0,5,1,knowledge_lookup,0.604,1933,0
312,user_pm,고객 피드백 기반 이슈 생성해야 해,2026-04-30T19:00:00,issue_tracking,issue_tracking,schedule_management,1,0,0,5,0,,,1471,0
313,user_pm,핫픽스 배포 후 이슈 클로즈 해줘,2026-04-30T19:05:00,issue_tracking,issue_tracking,schedule_management,1,0,0,5,0,,,1355,0
314,user_pm,"이번 주 스탠드업 시간 변경됨, 10시로",2026-04-30T19:10:00,scheduling,project_status,schedule_management,0,0,1,5,1,knowledge_lookup,1.0,2782,0
315,user_dev,모니터링 대시보드 Grafana 알럿 설정,2026-04-30T18:00:00,knowledge_lookup,data_analysis,dev_ops_request,0,0,0,5,0,,,2554,0
316,user_dev,Docker 이미지 빌드 시간 단축 방법,2026-04-30T18:05:00,knowledge_lookup,knowledge_lookup,technical_consulting,1,0,1,5,1,knowledge_lookup,0.604,1870,0
317,user_dev,로그 수집 ELK 스택에서 Loki로 전환,2026-04-30T18:10:00,knowledge_lookup,knowledge_lookup,dev_ops_request,1,0,0,5,1,knowledge_lookup,0.606,2939,0
318,user_new,머지 컨플릭트 해결 방법 알려줘,2026-04-30T21:00:00,code_review,code_review,schedule_management,1,0,0,5,1,knowledge_lookup,0.833,1342,0
319,user_new,디자인 시스템 피그마 연동 방법,2026-04-30T21:05:00,knowledge_lookup,knowledge_lookup,technical_consulting,1,0,1,5,1,knowledge_lookup,0.602,2795,0
320,user_new,서비스 메시 Istio 적용 검토,2026-04-30T21:10:00,knowledge_lookup,knowledge_lookup,schedule_management,1,0,0,5,1,knowledge_lookup,0.605,1744,0
321,user_new,고고,2026-04-30T21:15:00,,knowledge_lookup,casual_chat,0,0,0,5,1,knowledge_lookup,0.607,1478,0
322,user_analyst,사용자 행동 퍼널 분석해줘,2026-04-30T18:00:00,data_analysis,data_analysis,task_status,1,0,0,5,0,,,1295,0
323,user_analyst,데이터 라벨링 품질 관리 방안,2026-04-30T18:05:00,knowledge_lookup,data_analysis,technical_consulting,0,0,1,5,0,,,1888,0
324,user_analyst,기술 명세서 초안 작성 완료,2026-04-30T18:10:00,document_drafting,document_drafting,schedule_management,1,0,0,5,0,,,1828,0
325,user_pm,JIRA-1234 이슈 상태 업데이트해줘,2026-05-01T19:00:00,issue_tracking,issue_tracking,schedule_management,1,0,0,5,0,,,1847,0
326,user_pm,QA에서 발견된 버그 3건 트래킹 시작,2026-05-01T19:05:00,issue_tracking,issue_tracking,bug_tracking,1,0,1,5,0,,,1889,0
327,user_pm,출장 일정 확인 좀 해줘,2026-05-01T19:10:00,scheduling,scheduling,schedule_management,1,0,1,5,0,,,1203,0
328,user_dev,k8s 클러스터 HPA 설정 변경해야 해,2026-05-01T21:00:00,knowledge_lookup,knowledge_lookup,strategic_planning,1,0,0,5,1,knowledge_lookup,0.606,2020,0
329,user_dev,Docker 이미지 빌드 시간 단축 방법,2026-05-01T21:05:00,knowledge_lookup,knowledge_lookup,technical_consulting,1,0,1,5,1,knowledge_lookup,0.608,1857,0
330,user_dev,모니터링 대시보드 Grafana 알럿 설정,2026-05-01T21:10:00,knowledge_lookup,data_analysis,dev_ops_request,0,0,0,5,0,,,2565,0
331,user_new,유닛 테스트 커버리지 80% 넘겼어,2026-05-01T21:00:00,code_review,knowledge_lookup,task_status,0,0,0,5,1,knowledge_lookup,0.607,1435,0
